,Unnamed: 0,Unnamed: 0.1,product.product_brand_page_click_to_cart_rate,product.product_brand_page_impression_to_click_rate,product.product_click_to_cart_rate_4w,product.product_impression_to_click_rate_4w,product.product_is_high_sell_through,product.product_num_cart_adds_4w,product.product_num_clicks_4w,product.product_num_impressions_4w,product.product_num_search_excess_cart_adds_4w,product.product_num_search_excess_clicks_4w,product.product_num_search_impressions_4w,retailerbrand.retailer_brand_days_since_last_cart_item_added,retailerbrand.retailer_brand_days_since_last_favorite,retailerbrand.retailer_brand_days_since_last_order,retailerbrand.retailer_brand_days_since_last_visit,retailerbrand.retailer_brand_empirical_visit_rate,retailerbrand.retailer_brand_filter_first_order_minimum_dot_product,retailerbrand.retailer_brand_filter_maker_values_cosine_similarity,retailerbrand.retailer_brand_filter_maker_values_dot_product,retailerbrand.retailer_brand_filter_reorder_minimum_dot_product,retailerbrand.retailer_brand_lightfm_cosine_similarity,retailerbrand.retailer_brand_num_brand_impressions_12w,retailerbrand.retailer_brand_num_brand_impressions_1w,retailerbrand.retailer_brand_num_brand_impressions_4w,retailerbrand.retailer_brand_num_brand_orders_12w,retailerbrand.retailer_brand_num_brand_orders_1w,retailerbrand.retailer_brand_num_brand_orders_4w,retailerbrand.retailer_brand_num_brand_visits_12w,retailerbrand.retailer_brand_num_brand_visits_1w,retailerbrand.retailer_brand_num_brand_visits_4w,retailerbrand.retailer_brand_num_products_added_to_cart_12w,retailerbrand.retailer_brand_num_products_added_to_cart_1w,retailerbrand.retailer_brand_num_products_added_to_cart_4w,retailerbrand.retailer_last_added_brands_brand_lightfm_cosine_similarity,retailerbrand.retailer_last_ordered_brands_brand_lightfm_cosine_similarity,retailerbrand.retailer_last_visited_brands_brand_lightfm_cosine_similarity,rand,title,description,has_product_click,created_at_a,query_text,filter_string,page_number,page_size,position,retailer_token_anon,request_id_anon
40,27143,27143,0.1211,0.015,,,0.0,,,125.0,-0.1393,0.2169,68.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.9990983917521064,0.8168550842287448,0.99925620908858,90,Miffy Baby Hat ,"The xl miffy amigurumi crochet kit is a simple and fun introduction to crafting toys. The miffy hat is knit in simple stocking stitch with embroidered details, this kit includes everything you need to create a fun and playful baby hat. The kit includes a pattern for sizes 0-24 months this entry-level amigurumi kit includes everything you need to create a nostalgic merino wool toy that can be cherished for generations.",0,2020-05-31 19:25:27.162,embroidery kit,,0.0,48,33.0,4,1216
41,37996,37996,0.3781,0.0473,0.5629,0.0773,0.0,85.0,,1954.0,4.2212,9.11,546.0,,,,,,0.0,,0.0,0.0,0.2725195096369658,,,,,,,,,,,,,0.9995302082963746,0.9994842311225852,0.9995670345704144,47,Woven Longline Tribal Kimono,"Woven Longline Tribal Kimono 
100% Polyester 
Immediate Shipping 
Made in China 
Packs of 6 

One Size Fits Most
Sizes 0-18
Length: 40 in
Bust Across: 36 in
Armhole: 11.5 in",0,2020-05-31 15:33:43.122,kimono,,0.0,24,0.0,674,787
42,20848,20848,1.0508,0.0172,,0.0298,0.0,,,940.0,2.1223,0.3636,725.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.9998554737694436,,0.9998768097514666,52,Prosperity Bath Bomb,"Ingredients: Organic shea butter, organic coconut oil, non-gmo corn starch, citric acid, sodium bicarbonate, dead sea salt, organic botanicals, organic essential oils: Patchouli, Orange, Clove & Cinnamon, encasing a crystal charged under the full moon.

There is an abundance of energy which continually provides. Prosperity blooms in the asking. What is possible is suddenly renewed.

",0,2020-05-31 00:37:45.989,bath bombs,,0.0,48,13.0,697,1292
43,10076,10076,0.2363,0.0215,,,0.0,,,269.0,0.8228,0.0126,103.0,,,,,,0.1671855542808771,,0.0,0.1671855542808771,0.3573143344860955,169.0,11.0,53.0,,,,,,,,,,0.999936089665424,0.9999036081754584,0.999926813928885,59,TIE-DYE COTTON FASHION FACE MASK,"MADE IN USA
3 LAYERS COMFORTABLE TIE-DYE COTTON FASHION FACE MASK
WASHABLE, REUSABLE CLOTH
ADJUSTABLE EAR HOLDERS
LOADING POCKET FOR FILTERS INSIDE
FREE SIZE  : TEENS TO ADULT
COLOR : SKY BLUE

***These masks are three layers with an optional filter slot, which offers more protection. These are not N95 respirator masks or surgical masks and should not be used at hospitals or healthcare as personal protective equipment. These mask were made for the public for protection and to help prevent the sp",0,2020-05-31 22:44:03.45,tie dye,,16.0,24,393.0,234,1073
44,20540,20540,0.104,0.0201,,,0.0,,,57.0,-0.0643,-0.3458,37.0,,,,,,0.0,,0.0,0.0,0.2522423661182268,,,,,,,,,,,,,0.9998002582155054,0.9996599610262576,0.999824228188724,18,Sky Blue Strainer Shaker33,"The Cocktail Shaker has remained relatively unchanged for the last 100 years so we decided to shake things up with a modern, sophisticated and patented design that is the new standard for cocktail shakers. Let your personality shine by adding a pop of blue to your bar or favorite tailgate party. ***Leak Proof – Locking top eliminates leaks and spills ***Easy to Open – Lightweight & shatterproof material never freezes together, ***Smooth Pouring – Integrated strainer to easily serve a crowd
",0,2020-05-31 17:06:49.398,shatterproof,"[""category:home_living|kitchen_tabletop""]",4.0,50,246.0,258,72
45,430,430,0.7622,0.0248,,,0.0,,,300.0,-0.2435,-0.3153,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,81,SUNSHINE Roller Perfume,"Our SUNSHINE Perfume is scented with a blend of bright bergamot and sunny, fresh citrus.

Made in small batches on cape Cod, our roller perfumes are created with simple, natural ingredients and are phthalate free.  Our fragrances are designed to be light and subtle, not overpowering and strong like commercial fragrances. Glass bottle with stainless roller-ball and matte silver cap.  

INGREDIENTS:
Fractionated Coconut Oil and our own proprietary fragrance oil blends.

.33 fl oz / 10 ml ",0,2020-05-31 02:10:28.524,natural perfume,,0.0,50,13.0,620,752
46,39654,39654,0.2185,0.0193,,0.0127,0.0,,,628.0,-0.206,-1.0812,88.0,,110.0,,,,0.0,,0.0,0.0,0.3214471634519676,119.0,11.0,48.0,,,,,,,,,,0.9997598006008116,0.9995502298083214,0.999862381482616,31,RDJ1107-White,"Relaxed fit white jacket with a hood.
(Hood is detachable). 

Small, medium and large sizes available in ratio 2:2:2 = 6 pieces per pack

Model height 5'9, bust 34"", waist 24"", hips 34"".

100% cotton.",0,2020-05-31 12:52:47.262,risen jeans,,0.0,24,0.0,331,832
47,30518,30518,0.1551,0.0095,,,0.0,,,224.0,-0.2744,-2.2416,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,37,Tie Dye Swaddles Set,"Gorgeous pastel hues in tie-dye perfection, these soft, breathable muslin swaddles are sure to be your most loved baby essential! Each piece is hand-made individually, so the natural variation is part of its beauty. Pack of three swaddles, made of breathable cotton muslin. Light, open weave of muslin avoids the risk of overheating. Doubles up as a stroller cover, nursing cover, burp cloth or a light blanket.",0,2020-05-31 22:46:46.095,tie dye,,11.0,24,288.0,288,134
48,15022,15022,0.6867,0.0427,,,0.0,,,248.0,0.7134,4.5398,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,48,Dish Soap Bulk - 5 gallon bulk,"This lovely, biodegradable and earth-friendly liquid get the dirty dishes done while being kind to your skin. To make sure of that, we added a healthy dollop of vegetable glycerin as an extra treat for your hands.
5 Gallon ",0,2020-05-31 14:40:38.358,biodegradable,,3.0,24,77.0,172,240
49,50136,50136,0.2483,0.0098,,,0.0,,,124.0,-0.2219,-0.1769,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,Dark Gray Reusable Cloth Face Mask with Flag (Pack of 2),"A general-use, mask constructed with two layers of breathable fabric to protect yourself and others in comfort and style. Two elastic bands at the sides. Constructed from 100% polyester. Machine-washable and water-resistant. These masks are not FDA-cleared. Please note these are not a replacement for medical grade N95 masks or PPE, but are meant for general public use. Masks do not replace or reduce the necessity to practice social distancing in the fight against COVID-19. Soft and comfortable.",0,2020-05-31 05:12:40.345,covid 19,,11.0,50,558.0,542,777
50,428,428,0.4453,0.0159,,,0.0,,,210.0,-0.2218,0.8237,124.0,,,,,,0.0,,0.0,0.0,0.2526845724286459,,,,,,,,,,,,,0.9994818557047308,0.9993162778025813,0.9994612259118308,43,KENTUCKY Shatterproof Wine Glasses,"16 oz. Shatterproof Stemless Wine Tumbler - Made with the highest quality, crystal clear, BPA-free PET polymer – Heavyweight – Recyclable – Reusable – Hand Wash Only

Our 4-pack is packaged in eye-catching color-coordinating mesh bags tied with a wine cork (dress patent pending on the packaging).

Our 2-pack is packaged in a fun and creative custom window gable box.
",0,2020-05-31 16:54:37.669,shatterproof,,0.0,50,21.0,258,450
51,48869,48869,0.3025,0.0088,,,0.0,,,305.0,-0.4676,-1.4309,193.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.9992802166880408,0.9995920958207628,0.9992733161793602,6,Silver Pure Metal Hair Tie & Bracelet Set,"Everlasting Collection - aka spiral, coil , telephone cord hair ties.

A versatile hair band accessory for spring - summer - fall - winter!

Wear your hair up in a bun or ponytail or worn as a layered bracelet on your wrist. 

Good up-sell item. 

High sell through rate - women's favorite.

2020 best selling combos available to fit any occasion. 
(pool parties, concert festivals + raves - Coachella, dance recitals, gym - fitness, wedding, banquet, yoga)

Eco-friendly and biodegradable material.",0,2020-05-31 19:54:04.412,tile bracelets,,0.0,50,13.0,39,717
52,28855,28855,0.4599,0.0032,,,0.0,,,32.0,-0.0089,-0.0492,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,97,SP706 Swole Panda Bamboo Scarf,"All of our luxury scarves are finely knitted from sustainably sourced Moso bamboo. Softer than cashmere, we guarantee that our bamboo scarves are the softest and most comfortable on the market.
Size: 30 x 180cm.
Fringed trims.
100% luxuriously soft bamboo viscose.
Do not tumble dry.",0,2020-05-31 02:48:04.651,bamboo scarves,,0.0,48,38.0,298,1336
53,24783,24783,0.4162,0.0033,,,0.0,,,228.0,0.8288,2.0566,114.0,,,,,,0.0,,0.0,0.0,0.2616302366218959,,,37.0,,,,,,,,,,0.9996052996690196,0.9997023627926532,0.9995014692399674,79,Lit AF Flask,"Our outrageously honest flasks make a great gift for friends, family, or co-workers and are a great addition to any bar collection! Stash them in your bag or pocket whenever you want a drink to go!
Handwash Only. BPA-Free. FDA Approved. California Proposition 65 Certified.
Capacity: 6oz.
Material: Stainless Steel.
Packaging: 1 piece box and 3 piece mother box.
",0,2020-05-31 02:09:36.309,flask,,1.0,48,80.0,517,80
54,8901,8901,0.3992,0.0086999999999999,,,0.0,,,66.0,-0.0763999999999999,-0.4032,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,83,Glitter Silver Flat Chargers - Set Of Four,"Defined and personable, these metallic chargers add flair to every meal. It has a flat surface to capture the modern feel of finesse. Silver is the color that always fits in well. Whether you're vying for a more elegant decor or rather a simpler setting, these metallic chargers will service you just right. Comes in a set of four. -Dimensions - 13""D.",0,2020-05-31 01:33:27.768,classic touch,,7.0,48,339.0,284,99
55,40186,40186,0.3137,0.0058,,,0.0,,,201.0,-0.1493,-0.8116,82.0,,,,,,0.1441469490528106,,0.0,0.1441469490528106,0.3438763951428634,,,,,,,,,,,,,0.9998359883651392,0.9998184695970516,0.9997865986212958,28,Men's Stainless Steel Dice Design Cufflinks,"These Cufflinks are exclusively handmade and composed of 100% stainless steel. Made in Turkey. Each Cufflink has been expertly designed, cut, crafted & pressed. These Amedeo Exclusive Cufflinks will add sleek luxury style to your tailored profile. Top quality interlining makes our cufflinks heavy weighted and flawlessly crafted, which are cleverly designed to be a perfect fit for your favourite French cuff shirts. It comes with package in Amedeo Gift Box.",0,2020-05-31 23:42:25.439,tie dye,,53.0,24,1291.0,234,150
56,15049,15049,0.6749,0.0339,,0.0399,0.0,,,501.0,0.8224,5.0715,81.0,,,,,,0.0,,0.0,0.0,0.2494230083129138,,,,,,,,,,,,,0.9996755402660448,0.9997028677892696,0.9996443725868802,1,Koby Bag | Dopp Kit,"The KOBY Bag is the newest arrival of the Tooletries Brand. Made from 100% silicone, it is leak resistant, easy to clean and features a heavy duty zipper and rubber overmolded pull zip. Generous in size, the KOBY has ample room to store even the largest of toiletry items such as shampoos and shave cream bottles. Measures 10in x 6in x 6in and weighs 0.6lb. ",0,2020-05-31 21:49:51.523,men’s travel bag,,0.0,48,35.0,563,1093
57,28137,28137,0.4144,0.0241,,,0.0,,,205.0,2.8956,2.4677,50.0,,,,,,0.0,,0.0,0.0,0.4164515859413365,,,,,,,,,,,,,0.9995138146589838,0.9993532977972848,0.9994178019789433,91,"English Garden Porcelain Teapot 2 Cups Set, Gold","Our durable high-fired porcelain English Garden Tea Set includes everything you need to steep up your favorite tea. This set is both elegant and practical. Our English Garden Tea Set is conveniently paired with delightful matching cups and saucers, perfect for afternoon tea with a biscuit! Our dainty English Garden Tea Set has an elegant gold leaf detail and lovely floral design that is altogether beautiful and feminine. 
- Included Teapot 34oz, 2 cups 8oz and 2 saucers",0,2020-05-31 20:23:44.454,gold flatware,,0.0,48,11.0,118,297
58,53390,34227,0.2228,0.0094,,,0.0,,,85.0,-0.0373,-0.2215,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,79,Vagnbys® Champagne Pourer,"The Vagnbys® Champagne Pourer ensures controlled pouring, minimal loss of precious champagne bubbles and a perfect no-drip edge.",0,2020-05-31 03:33:33.395,wine pourer,,0.0,24,0.0,14,855
59,26222,26222,0.3576,0.0118,,,0.0,,,223.0,-0.3159,-0.8152,194.0,,,,,,0.0,,0.0,0.0,0.2044522755967399,,,,,,,,,,,,,0.9992654821674068,0.9992478605617736,0.9991514909521028,53,Metallic Scrunchie,"Dress that pony up with a little tinsel magic! Our metallic scrunchies are a must-have for any outfit, fancy or not. Wear it for a special occasion or gift it to your favorite girl! You can also pair it with our metallic headbands. 

Available in gold, silver, or rainbow. 
Handmade with love.
One scrunchie per order.
",0,2020-05-31 19:26:39.862,hair scrunchie,,3.0,24,74.0,247,886
60,3079,3079,1.0068,0.0132,,0.0129,0.0,,,465.0,-0.7791,1.4441,456.0,,,,,,0.0,,0.0,0.0101757198572158,0.1553262491123238,150.0,117.0,150.0,,,,,,,,,,0.9995990690112884,0.9996727476769284,0.999743411119606,8,Energy Candle,"White Tea. USA-grown soy wax with essential oils. 60+ hour burn time.
8 oz.",0,2020-05-31 14:36:37.469,candle,,3.0,48,159.0,362,920
61,29708,29708,0.8459999999999998,0.0215,,,0.0,,,240.0,0.7698,0.7433999999999998,140.0,,136.0,,,,0.0,,0.0,0.0,0.191138365762549,,12.0,33.0,,,,,,,,,,0.8568482530421382,0.8457564565699472,0.849585957691617,83,Being Awesome Father's Day Card,"Dad, everything I know about being awesome, I learned from you. (Don't tell Mom.) Single A2 size (4.25 x 5.5-inches) greeting card with matching kraft envelope. Blank inside. Offset printed in California with eco-friendly vegetable inks on heavyweight matte stock.",0,2020-05-31 19:22:13.674,father's day cards,,0.0,48,28.0,702,1291
62,47304,47304,0.9059,0.033,,,0.0,,,377.0,-0.7753,0.2389,172.0,,,,,,0.0,,0.0,0.0,0.1920460877387653,,,,,,,,,,,,,0.9992142025786684,0.9992142025786684,0.9995016057297796,53,Simple Plan Weekly Planner Notebook,"A weekly planner plus a lined notebook - the best of both worlds! Plan your week out on the left spread and jot down notes on the right spread. Paired with gorgeous letterpress printing on the cover and this planner journal is a must have. Keep it simple and organized when life feels chaotic.

Additional Details : 
-5.25”x8”
-60 Interior Pages
-Uncoated Vellum 70# Text Off-White Interior Paper
-Gold Wire-O Binding
-Locally Made in Lawrence, KS
-Clear Cello Sleeves are Available Upon Request",0,2020-05-31 17:52:20.339,truff,,0.0,48,23.0,354,922
63,48996,48996,0.9028,0.038,,0.0765,0.0,,,1007.0,1.4071,15.8361,311.0,,,,,,0.0,,0.0,0.0,0.2309508289265798,,,32.0,,,,,,,,,,0.9998399320041068,0.9998988030547132,0.9997466353092724,75,Unisex Face Mask 3221-Mina,"Very shiny Mesh Silver Sequin Mask

***SIZE 7.5X4.5"" (It is smaller in size than conventional products.
It is very suitable for ladies.)

-3 Layers

-Face Protections, Anti-dust Cute Mouth Face Mouth Protect 

-Reusable Comfy Breathable Safety Air Fog Outdoor Fashion Half Face Face Protections  

-for Man and Woman

-88% nylon 9% metallic 5% Span

-Made in USA

Each 10 Piece Pack includes

These masks are not FDA Approved. Please note these are not a replacement for medical-grade N95 masks or PP",0,2020-05-31 00:26:10.968,rk apparel,,10.0,50,533.0,187,680
64,27906,27906,0.2527,0.0224,,,0.0,,,34.0,-0.0185,-0.0911,10.0,,,,,,0.0,,0.0,0.0,0.2256703045162668,,,,,,,,,,,,,0.99967594597543,0.9995178362460022,0.9996423692138132,47,Rainbow Moonstone Double Band Cuff Bracelet,"    2- 5mm round cabochon rainbow moonstone
    925 sterling silver
    100% handcrafted

",0,2020-05-31 12:02:38.443,rainbow bracelet,,0.0,48,31.0,6,1235
65,12360,12360,0.4688,0.0112,,,0.0,,,147.0,-0.2615,-1.4753,161.0,,,,,,0.0,,0.0,0.0,0.4317180278874088,,,,,,,,,,,,,0.999796509045238,0.9996331029071228,0.9997910334132464,2,11'' x 14'' Hang In There Cat Paint By Number Style Print,THIS IS NOT A PAINT BY NUMBER KIT. This is a finished ready-to-frame print is created in the wonderful paint by number style. It is not a paint by number kit. This high-quality print measures 11 x 14 inches. The frame is not included. There is no need for custom framing. Premade frames are easy to find for this standard size. The print ships sealed in a clear cello bag along with a sturdy backer board,0,2020-05-31 03:40:50.746,paint by number,,0.0,50,30.0,93,508
66,2271,2271,0.4084,0.0169,,0.0281,0.0,,,998.0,1.5518999999999998,2.6067,196.0,6.0,6.0,,1.0,,0.0,0.4472135933674776,0.0239234454929828,0.0,0.3417835106930545,,26.0,,,,,3.0,3.0,3.0,1.0,1.0,1.0,0.999606556361704,,0.9995768627846392,74,Cape Cod Mandala Kimono,"Kick back and relax in our Cape Cod Mandala Kimono. Wear with a pair of skinnies and heels for a night out, cutoffs and a crop top at the beach, or throw it on over your bikini for a little extra protection from the sun! 

Details & Care:

Cotton/Rayon Blend

Machine Wash on Delicate, hang dry, low iron

Color: Navy Blue, Cream

Sizing details:

***One Size Fits Most! (S to 3X)***

Front/Back Length: 32""

Bust Size- 44""

Kimono falls mid thigh in back, to mid knee in front on the side",0,2020-05-31 22:55:36.647,lotus and luna,,0.0,48,42.0,338,172
67,52429,52429,0.4605,0.006,,,0.0,,,23.0,-0.005,-0.0302,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,66,Salvimar Shaft - 6.5mm x 75cm Notched Threaded,"Hydrodynamic traditional double notched 6.5mm tahitian shaft with
threaded tip for mounting flopper tips and prongs. Made from 17-4ph hardened stainless steel. 75cm Notched Threaded Shaft.",0,2020-05-31 00:16:05.429,knitting,,0.0,48,11.0,216,275
68,18682,18682,0.145,0.0021,,,0.0,,,8.0,-0.012,0.937,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,24,Nutcracker Mother Ginger Art Print- SMALL,"The Nutcracker Ballet ""Mother Ginger"" art print from original LOinLONDON® illustration.
SIZE OPTIONS:
5"" x 7"" ART - 8"" x 10"" MAT.
8"" x 10"" ART - 11"" x 14"" MAT.
MAT COLOR: white.
PRINTING: flat printed in colored ink.
PAPER: printed on pearlized card stock and paired with a white mat.",0,2020-05-31 04:52:14.808,nutcracker,,6.0,24,145.0,169,224
69,12906,12906,0.0,0.0054,,,0.0,,,30.0,-0.0138,-0.0768999999999999,7.0,,,,,,0.0,,0.0,0.0,0.3394841877618421,,,,,,,,,,,,,0.9994408566862688,0.9992487081384694,0.9994496055243816,60,Mini Strawberry Earrings,Hand beaded & sequined mini strawberries on felt made from 100% recycled plastic bottles. Sterling Silver Posts. Size:  2 x 3cm.,0,2020-05-31 13:41:22.919,beaded felt earrings,,0.0,24,0.0,567,1172
70,37423,37423,0.0865,0.0008,,,0.0,,,136.0,-0.2703,-0.51,148.0,,,,,,0.0,0.3947710226576053,0.0571428583934903,0.0,0.2105476179325292,,,,,,,,,,,,,0.9995164773916267,0.999112029539162,0.9997941781864396,84,Rockin' Dad Father's Day Card,"This Father's Day card, featuring an illustration of a Gibson Les Paul Classic electric guitar, is perfect for any dad that rocks your life.

With hand lettering by Lauren Kenney.",0,2020-05-31 14:55:25.392,father's day cards,,1.0,48,53.0,262,127
71,25263,25263,0.3576,0.0114,,,0.0,,,133.0,-0.1127,-0.5648,40.0,,,,,,0.0,,0.0,0.0,0.2845998205721362,,,,,,,,,,,,,0.9997226736589554,0.9995612871360594,0.9994075836202652,99,Bucket Backpack - Bowtie // Geometric Print Bag,"Great for work, travel, or just as an every-day carry-all, the Bucket Backpack is large enough to carry a 13"" Macbook. Like all our products, these backpacks are made with 100% vegan materials. This bucket backpack is made with our in-house printed bowtie design. This screenprinted panel is complemented by pecan brown waxed canvas (front and back) and is fully lined with canvas. Closes with a zipper and has one interior pocket. Measures 14 in x 14 in and has two adjustable backpack straps.",0,2020-05-31 23:59:02.466,buckets,,0.0,48,35.0,667,252
72,42173,42173,1.0183,0.0235,,,0.0,,,280.0,0.7390000000000001,1.6599,115.0,57.0,,57.0,57.0,0.0079,0.0,,0.0,0.0,0.2381434475455013,126.0,,47.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.9998566875952484,0.9998493100266188,0.9997622719081324,22,"Garden Herb Notepad, Daily To Do","Our garden herb notepad is great for those daily to-dos?, farmer market lists or daydreams.

- 4” x 9” notepad
- 55 Sheets of speckled, creamy paper
- Heavyweight paper, perfect for sharpies
- Printed with soy inks in Michigan
- Recycled paper milled in Michigan from 100% post-consumer waste using hydroelectric energy",0,2020-05-31 00:14:36.485,june december,,0.0,50,26.0,193,337
73,28303,28303,0.2016,0.0219,,,0.0,,,167.0,-0.1387,0.3115,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,15,Bamboo 4 Layer Muslin Softest Quilt,"Softest Baby Toddler Blanket. Ours bamboo baby toddler muslin blankets are crafted from the highest quality bamboo and cotton fiber, hypoallergenic and antibacterial, gentle on sensitive skin. Sized extra-large 47x 47 in (120 cm x 120 cm)",0,2020-05-31 00:05:55.03,cotton baby blanket,,12.0,24,296.0,617,827
74,27922,27922,0.2766,0.0238,,0.0039,0.0,,,508.0,0.0611,-3.3771,579.0,,,,,,0.0,,0.0,0.0,0.1906548023721228,,,,,,,,,,,,,0.999890340710748,0.9998786811657407,0.9997980140472597,41,Father's Day Shit In Peace Greeting Card,"Perfect for: dads who just need a god damn moment, toilet video game players, those who are constipated

Sized 4.25"" x 5.5"" / Blank inside.
Printed on FSC-certified 100lb uncoated stock.
Recycled brown kraft envelope.
Envelope sticker.
Packaged in a cellophane bag.",0,2020-05-31 00:18:38.227,father's day,,1.0,48,59.0,17,1282
75,34351,34351,0.5256,0.02,,,0.0,,,214.0,-0.2709,-1.4545,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,86,Beeswax Wrap Bag - Large Pack of 3,"These beeswax wrap bags are 14"" x 11"" and available in blue, green, orange, grey or a random selection.
Reusable, biodegradable, responsible. Beebagz are 100% natural and a safer, convenient option to plastic for all your family's food storage needs. This size really shines for storing broccoli, kale, spinach or other leafy greens. Fresh baked bread lasts for days. These beeswax wrap bags are the perfect choice for keeping food fresher tasting, longer than plastic wraps or zipper locked bags.",0,2020-05-31 14:06:41.223,beeswax wrap,,0.0,50,26.0,430,53
76,26067,26067,0.3096,0.0107,,,0.0,,,132.0,-0.3015,-1.6012,133.0,,,,,,0.0,,0.0,0.0,0.4632717653116224,,,,,,,,,,,,,0.9998448384642734,0.9998592356623026,0.9997324040124018,35,Lip Scrub Blueberry,"Eliminates dry, flaky skin to leave lips deliciously soft and supple. Fine sugar crystals and real blueberries blended together with Jojoba and Argan oil to create the most luxurious lip scrub. 

Flavor: Blueberry

INSTRUCTIONS FOR USE: 
Apply a small amount with fingers, delicately exfoliating lips using circular motions. Wipe off with a damp cloth. Follow up with SOS Lip Salve.

SIZE:
0.4oz/10g",0,2020-05-31 00:58:31.265,crystal soap,,6.0,24,155.0,747,495
77,52874,14197,0.4776,0.0058,,,0.0,,,17.0,-0.0036,-0.0209,4.0,80.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.9999156286540676,,0.9998843735449616,95,TLK1382 - No Place Like Home,"No Place Like Home, 16"" x 1.5"" x .5"" Talking Stick, TLK1382",0,2020-05-31 04:48:18.786,no place like home,,3.0,24,75.0,750,398
78,35556,35556,0.0865,0.0397,,,0.0,,,262.0,-0.0707,0.6532,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,25,70055,"Imported.
Sold in pack of 6.
Sizes: 3S, 2M, 1L.",0,2020-05-31 02:54:17.501,romper,"[""category:women""]",1.0,48,93.0,438,1393
79,51079,51079,0.5911,0.0144,,0.0148,0.0,,,610.0,-0.542,-0.6768,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,49,Letterboard Frame,"New parents are always looking for unique ways to showcase baby photos and baby milestones, and the Kate & Milo Baby’s Letterboard Frame gives them a way to do just that.  This rustic nursery decor piece invites a touch of farmhouse fun chic that is so on trend and makes a fantastic photo prop for Instagram. Includes 170 letters, numbers, and symbols designed for any and every photo moment an adorable kiddy can have. Dimensions: 14” W x 9” H x 1.5” D // photo insert 3.75” W x 5.5” H
",0,2020-05-31 17:51:46.327,frame,,5.0,24,125.0,684,599
80,1780,1780,0.1135,0.0255,,,0.0,,,247.0,-0.6099,0.978,204.0,,,,,,0.0,,0.0,0.0,0.3150470470672961,,,,,,,,,,,,,0.9995296195030248,0.9994067655436368,0.9994137230533496,97,Rise Bralette,"Racer bralette with Adjustable Straps. Single Layer. Perfect to wear under BS0808. Single Layer 
Pre-pack- 6 per style/color.",1,2020-05-31 01:53:59.971,bralette,,0.0,48,9.0,337,606
81,43587,43587,0.3776,0.0481,,0.0718,0.0,,,571.0,0.4875,3.4294,163.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,-0.3408138319388175,83,Mini Macrame Fan Earrings,"These handmade Boho style, macrame earrings are such a fashion statement! They are made of 100% cotton cord on gold or silver hoops. They are great for dressing up or dressing down any outfit. These are the smaller version of the Macrame Fan Earrings. 

Drop Length around .5 inches, are about 1 inch wide, and nickel free! 


5% of all Likewoah Handmade sales are donated to Planned Parenthood",0,2020-05-31 06:11:52.976,macrame earrings,,0.0,24,0.0,41,86
82,42706,42706,0.4638,0.0252,,0.0428,0.0,,,1263.0,0.5798,7.7751,671.0,34.0,,,31.0,0.0517,0.0,,0.0,0.0,0.316195025728838,638.0,22.0,273.0,,,,33.0,0.0,0.0,11.0,0.0,0.0,0.999050982553428,0.99961428536109,0.9991840533320414,93,Ceramic Unicorn Pot - Set Of 2,"Decorate your home or office with the whimsical presence of our White Ceramic Unicorn planter Set of Two. Hand-crafted by Artisans using superior ceramic material, these unicorn planters give a clean and chic feel to any tabletop, entry way, or window sill. Made of Ceramic and White paint, this 6.5” x 3.5” x 5.375” indoor planter will add a bit of magic to your living space. The perfect planter for planting small succulents, and indoor house plants. ",0,2020-05-31 18:39:45.527,flora bunda,,0.0,48,7.0,129,1167
83,20288,20288,0.2194,0.0038,,,0.0,,,28.0,-0.0391,-0.2147,17.0,,,,,,0.0,,0.0,0.0,0.2837150749276268,,,,,,,,,,,,,0.9998762285667632,0.9998464734069687,0.9997423105777008,36,Acacia Statement Necklace,"Statement 'Acacia' necklace:

- made from lightweight and eco-friendly bamboo
- on antique bronze in 20in (51cm) chain 
- dimensions: 4.3in x 1.6in (11cm x 4 cm)

We plant a tree for every order sold. ",0,2020-05-31 13:51:50.038,acacia,,0.0,50,25.0,152,1457
